estid,dayOfWeek,dayOfMonth,timeOfDay,url_category,domain_category
ZHwAB2Qq6mwAAAAIDCX/Aw==,5,21,1,14,15
ZHwAB2Qq6mwAAAAIDCX/Aw==,6,15,0,21,15
ZHwAB2RJYaQAAAAIEY8kAw==,3,12,1,9,9
ZHwAB2RJYaQAAAAIEY8kAw==,4,3,1,9,19
ZHwAB2RJYaQAAAAIEY8kAw==,0,30,1,1,5
ZHwAB2RJYaQAAAAIEY8kAw==,3,19,1,22,5
ZHwAB2RJYaQAAAAIEY8kAw==,5,4,1,9,19
ZHwAB2RJYaQAAAAIEY8kAw==,4,3,1,22,5
ZHwAB2RJYaQAAAAIEY8kAw==,6,29,1,22,5
ZHwAB2RJYaQAAAAIEY8kAw==,0,30,1,1,5
ZHwAB2RJYaQAAAAIEY8kAw==,0,30,1,1,5
ZHwAB2RJYaQAAAAIEY8kAw==,6,8,2,22,5
ZHwAB2RJYaQAAAAIEY8kAw==,4,3,1,9,19
ZHwAB2RJYaQAAAAIEY8kAw==,6,5,1,9,19
ZHwAB2RJYaQAAAAIEY8kAw==,5,4,1,9,19
ZHwAB2RJYaQAAAAIEY8kAw==,4,20,1,9,9
ZHwAB2RJYaQAAAAIEY8kAw==,0,30,1,1,5
ZHwAB2RJYaQAAAAIEY8kAw==,1,10,1,22,5
ZHwAB2RJYaQAAAAIEY8kAw==,4,3,1,9,19
ZHwAB2Rbg9kAAAAJGC1NAw==,6,5,2,4,22
ZHwAB2Rbg9kAAAAJGC1NAw==,1,26,1,2,22
ZHwAB2Rbg9kAAAAJGC1NAw==,6,5,2,21,22
ZHwAB2Rbg9kAAAAJGC1NAw==,6,5,2,21,22
ZHwAB2Rbg9kAAAAJGC1NAw==,6,5,2,11,22
ZHwAB2Rbg9kAAAAJGC1NAw==,2,11,1,4,22
ZHwAB2Rbg9kAAAAJGC1NAw==,2,1,1,5,14
ZHwAB2Rbg9kAAAAJGC1NAw==,2,1,1,5,14
ZHwAB2Rek6QAAAAJRAfKAw==,6,10,0,5,4
ZHwAB2Rek6QAAAAJRAfKAw==,6,10,0,4,4
ZHwAB2Rek6QAAAAJRAfKAw==,6,10,1,5,17
ZHwAB2Rek6QAAAAJRAfKAw==,6,10,1,12,17
ZHwAB2Rek6QAAAAJRAfKAw==,0,16,1,4,4
ZHwAB2Rek6QAAAAJRAfKAw==,0,16,1,11,4
ZHwAB2SQ5XUAAAAKJVkcAw==,1,0,1,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,0,6,1,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,6,5,1,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,0,16,1,7,22
ZHwAB2SQ5XUAAAAKJVkcAw==,1,0,1,7,22
ZHwAB2SQ5XUAAAAKJVkcAw==,4,3,1,14,15
ZHwAB2SQ5XUAAAAKJVkcAw==,4,3,1,14,15
ZHwAB2SQ5XUAAAAKJVkcAw==,6,22,1,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,4,3,1,7,22
ZHwAB2SQ5XUAAAAKJVkcAw==,5,14,1,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,6,8,0,7,22
ZHwAB2SQ5XUAAAAKJVkcAw==,1,26,1,7,22
ZHwAB2SQ5XUAAAAKJVkcAw==,2,11,1,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,6,10,0,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,0,16,1,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,5,14,1,14,15
ZHwAB2SQ5XUAAAAKJVkcAw==,6,22,1,14,15
ZHwAB2SQ5XUAAAAKJVkcAw==,5,21,1,7,22
ZHwAB2SQ5XUAAAAKJVkcAw==,1,17,1,14,22
ZHwAB2SQ5XUAAAAKJVkcAw==,4,27,1,14,15
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,8,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,8,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,4,3,1,2,0
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,16,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,8,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,8,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,8,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,16,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,8,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,5,28,1,8,0
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,8,8
ZHwAB2SQ7qsAAAAKJ/DmAw==,5,28,1,8,0
ZHwAB2SQ7qsAAAAKJ/DmAw==,1,26,1,8,8
ZHwAB2SftvQAAAAICht0Aw==,6,5,2,16,2
ZHwAB2SftvQAAAAICht0Aw==,4,20,0,21,2
ZHwAB2SftvQAAAAICht0Aw==,1,0,1,21,2
ZHwAB2SftvQAAAAICht0Aw==,6,5,1,22,15
ZHwAB2SftvQAAAAICht0Aw==,6,5,1,22,15
ZHwAB2SftvQAAAAICht0Aw==,6,5,1,8,15
ZHwAB2TVUvQAAAAIA356Aw==,6,15,1,14,15
ZHwAB2TVUvQAAAAIA356Aw==,4,3,1,4,7
ZHwAB2TVUvQAAAAIA356Aw==,0,23,1,14,15
ZHwAB2TVUvQAAAAIA356Aw==,0,16,1,4,7
ZHwAB2TVUvQAAAAIA356Aw==,2,25,1,14,15
ZHwAB2TVUvQAAAAIA356Aw==,0,23,1,14,15
ZHwAB2TVUvQAAAAIA356Aw==,6,5,1,14,15
ZHwAB2TVUvQAAAAIA356Aw==,6,5,1,14,15
ZHwAB2TVUvQAAAAIA356Aw==,6,29,1,14,15
ZHwAB2TVUvQAAAAIA356Aw==,4,27,1,14,15
ZHwAB2TVUvQAAAAIA356Aw==,6,10,1,14,15
ZHwAB2TcHSsAAAAIBHxOAw==,2,25,0,22,15
ZHwAB2TcHSsAAAAIBHxOAw==,2,25,0,22,15
ZHwAB2TcHSsAAAAIBHxOAw==,5,4,1,23,4
ZHwAB2TcHSsAAAAIBHxOAw==,3,12,1,1,4
ZHwAB2TcHSsAAAAIBHxOAw==,1,24,1,23,4
ZHwAB2TcHSsAAAAIBHxOAw==,1,24,1,1,4
ZHwAB2U9FzIAAAAIBqeGAw==,6,22,1,16,3
ZHwAB2U9FzIAAAAIBqeGAw==,1,24,1,16,4
ZHwAB2U9FzIAAAAIBqeGAw==,1,26,1,16,3
ZHwAB2U9FzIAAAAIBqeGAw==,6,29,1,2,4
ZHwAB2U9FzIAAAAIBqeGAw==,6,10,1,2,4
ZHwAB2U9FzIAAAAIBqeGAw==,6,10,1,16,4
ZHwAB2U9FzIAAAAIBqeGAw==,1,24,1,2,4
ZHwAB2USXM0AAAAJBqeuAw==,1,0,2,16,4
ZHwAB2USXM0AAAAJBqeuAw==,5,28,2,13,4
ZHwAB2USXM0AAAAJBqeuAw==,3,2,1,16,4
ZHwAB2USXM0AAAAJBqeuAw==,2,25,2,16,3
ZHwAB2USXM0AAAAJBqeuAw==,2,25,2,16,3
ZHwAB2USXM0AAAAJBqeuAw==,6,5,2,16,4
ZHwAB2USXM0AAAAJBqeuAw==,0,23,1,2,4
ZHwAB2USXM0AAAAJBqeuAw==,0,6,1,16,4
ZHwAB2USXM0AAAAJBqeuAw==,3,19,1,16,4
ZHwAB2UrLYcAAAAICGOQAw==,0,6,1,4,22
ZHwAB2UrLYcAAAAICGOQAw==,0,6,1,10,22
ZHwAB2UrLYcAAAAICGOQAw==,0,6,1,10,22
ZHwAB2UrLYcAAAAICGOQAw==,0,23,1,12,15
ZHwAB2UrLYcAAAAICGOQAw==,0,23,1,22,15
ZHwAB2UrLYcAAAAICGOQAw==,0,6,1,10,22
ZHwAB2V3Wy4AAAAIAxVmAw==,3,12,1,20,15
ZHwAB2V3Wy4AAAAIAxVmAw==,5,14,1,20,15
ZHwAB2V3Wy4AAAAIAxVmAw==,5,21,1,14,15
ZHwAB2V3Wy4AAAAIAxVmAw==,4,20,1,4,15
ZHwAB2V3Wy4AAAAIAxVmAw==,6,15,1,9,12
ZHwAB2V3Wy4AAAAIAxVmAw==,6,15,1,9,12
ZHwAB2V3Wy4AAAAIAxVmAw==,6,15,1,9,12
ZHwAB2V3Wy4AAAAIAxVmAw==,5,14,1,20,15
ZHwAB2V49WUAAAAIBasvAw==,0,23,1,22,15
ZHwAB2V49WUAAAAIBasvAw==,1,17,1,21,4
ZHwAB2V49WUAAAAIBasvAw==,3,12,1,4,15
ZHwAB2V49WUAAAAIBasvAw==,0,23,1,8,15
ZHwAB2V49WUAAAAIBasvAw==,1,0,1,12,15
ZHwAB2V49WUAAAAIBasvAw==,3,19,2,21,4
ZHwABGO+NlgAAAAIarNKAw==,1,26,1,7,15
ZHwABGO+NlgAAAAIarNKAw==,4,13,1,4,4
ZHwABGO+NlgAAAAIarNKAw==,6,15,1,4,4
ZHwABGO+NlgAAAAIarNKAw==,6,15,1,4,4
ZHwABGO+NlgAAAAIarNKAw==,2,1,1,1,15
ZHwABGO+NlgAAAAIarNKAw==,6,15,1,4,4
ZHwABGP+e2IAAAAIdeaAAw==,5,28,2,5,14
ZHwABGP+e2IAAAAIdeaAAw==,5,28,2,15,14
ZHwABGP+e2IAAAAIdeaAAw==,5,14,0,2,15
ZHwABGP+e2IAAAAIdeaAAw==,6,8,1,5,14
ZHwABGP+e2IAAAAIdeaAAw==,3,12,1,4,15
ZHwABGP+e2IAAAAIdeaAAw==,3,2,1,21,15
ZHwABGP+e2IAAAAIdeaAAw==,6,15,1,4,15
ZHwABGP+e2IAAAAIdeaAAw==,3,12,1,4,15
ZHwABGP+e2IAAAAIdeaAAw==,6,8,1,5,14
ZHwABGP+e2IAAAAIdeaAAw==,4,3,2,5,14
ZHwABGP+e2IAAAAIdeaAAw==,6,15,1,5,14
ZHwABGP+e2IAAAAIdeaAAw==,5,21,1,4,15
ZHwABGP+e2IAAAAIdeaAAw==,2,11,1,5,14
ZHwABGP+e2IAAAAIdeaAAw==,5,4,1,21,15
ZHwABGP/7/cAAAAICJAFAw==,5,14,0,16,3
ZHwABGP/7/cAAAAICJAFAw==,4,3,3,16,4
ZHwABGP/7/cAAAAICJAFAw==,0,6,0,9,3
ZHwABGP/7/cAAAAICJAFAw==,0,6,1,16,4
ZHwABGP/7/cAAAAICJAFAw==,2,1,2,2,4
ZHwABGP/7/cAAAAICJAFAw==,0,6,0,2,3
ZHwABGP/7/cAAAAICJAFAw==,0,6,1,16,4
ZHwABGP/7/cAAAAICJAFAw==,2,1,2,2,4
ZHwABGP/7/cAAAAICJAFAw==,2,18,0,2,4
ZHwABGP/7/cAAAAICJAFAw==,0,30,2,16,4
ZHwABGP/7/cAAAAICJAFAw==,6,29,1,16,3
ZHwABGQ9RjoAAAAIAyEPAw==,0,9,0,16,3
ZHwABGQ9RjoAAAAIAyEPAw==,1,17,1,2,3
ZHwABGQ9RjoAAAAIAyEPAw==,1,17,1,16,3
ZHwABGQ9RjoAAAAIAyEPAw==,6,29,0,2,4
ZHwABGQ9RjoAAAAIAyEPAw==,4,27,0,16,4
ZHwABGQ9RjoAAAAIAyEPAw==,0,23,1,16,3
ZHwABGQeJ4QAAAAIMAO7Aw==,4,27,1,1,4
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,1,10
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,4,10
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,4,10
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,4,10
ZHwABGQeJ4QAAAAIMAO7Aw==,4,27,1,1,4
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,1,10
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,4,10
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,7,10
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,5,10
ZHwABGQeJ4QAAAAIMAO7Aw==,4,3,1,1,10
ZHwABGQeQOwAAAAIOHmrAw==,6,15,2,21,12
ZHwABGQeQOwAAAAIOHmrAw==,3,12,1,1,4
ZHwABGQeQOwAAAAIOHmrAw==,2,1,1,10,12
ZHwABGQeQOwAAAAIOHmrAw==,6,5,1,1,12
ZHwABGQeQOwAAAAIOHmrAw==,6,5,1,1,12
ZHwABGQeQOwAAAAIOHmrAw==,5,28,1,23,4
ZHwABGQjtTgAAAAJUR4cAw==,6,5,2,20,10
ZHwABGQjtTgAAAAJUR4cAw==,5,4,1,21,18
ZHwABGQjtTgAAAAJUR4cAw==,6,29,2,21,10
ZHwABGQjtTgAAAAJUR4cAw==,6,29,2,7,10
ZHwABGQjtTgAAAAJUR4cAw==,6,29,2,21,10
ZHwABGQjtTgAAAAJUR4cAw==,6,29,2,21,10
ZHwABGQjtTgAAAAJUR4cAw==,0,16,2,7,18
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,1,0,1,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,2,7,10
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,2,7,10
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,1,0,1,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,2,4,10
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,1,0,1,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,2,7,10
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,1,0,1,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,12,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0
ZHwABGS4kuAAAAAIBDphAw==,0,9,1,9,17
ZHwABGS4kuAAAAAIBDphAw==,5,14,2,10,14
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,0,9,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,15,2,9,2
ZHwABGS4kuAAAAAIBDphAw==,0,9,1,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,8,1,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,0,9,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,0,9,1,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,5,14,2,10,14
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,10,2,9,2
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17
ZHwABGS4kuAAAAAIBDphAw==,6,15,2,9,2
ZHwABGS4kuAAAAAIBDphAw==,6,15,2,9,2
ZHwABGSRuJAAAAAIC3dyAw==,2,18,1,1,1
ZHwABGSRuJAAAAAIC3dyAw==,3,19,0,1,1
ZHwABGSRuJAAAAAIC3dyAw==,2,27,1,1,1
ZHwABGSRuJAAAAAIC3dyAw==,2,27,1,1,1
ZHwABGSRuJAAAAAIC3dyAw==,2,1,1,1,3
ZHwABGSRuJAAAAAIC3dyAw==,4,27,0,1,3
ZHwABGSRuJAAAAAIC3dyAw==,6,22,1,1,3
ZHwABGSRuJAAAAAIC3dyAw==,6,8,1,1,1
ZHwABGSRuJAAAAAIC3dyAw==,2,27,1,1,3
ZHwABGSRuJAAAAAIC3dyAw==,4,27,1,1,3
ZHwABGSgTGgAAAAII/1HAw==,0,6,0,5,15
ZHwABGSgTGgAAAAII/1HAw==,0,6,0,13,15
ZHwABGSgTGgAAAAII/1HAw==,6,29,1,2,4
ZHwABGSgTGgAAAAII/1HAw==,6,29,1,16,4
ZHwABGU94+QAAAAJBMq9Aw==,2,18,2,16,15
ZHwABGU94+QAAAAJBMq9Aw==,2,25,2,5,4
ZHwABGU94+QAAAAJBMq9Aw==,5,14,0,16,15
ZHwABGU94+QAAAAJBMq9Aw==,4,20,2,8,15
ZHwABGU94+QAAAAJBMq9Aw==,4,3,2,0,15
ZHwABGU94+QAAAAJBMq9Aw==,1,17,2,8,15
ZHwABGU94+QAAAAJBMq9Aw==,5,4,1,6,4
ZHwABGU94+QAAAAJBMq9Aw==,4,3,2,0,15
ZHwABGU94+QAAAAJBMq9Aw==,5,14,0,8,15
ZHwABGU94+QAAAAJBMq9Aw==,0,30,2,4,4
ZHwABGU94+QAAAAJBMq9Aw==,6,8,2,8,15
ZHwABGU94+QAAAAJBMq9Aw==,4,20,2,5,4
ZHwABGU94+QAAAAJBMq9Aw==,5,21,2,5,4
ZHwABGU94+QAAAAJBMq9Aw==,6,29,0,16,15
ZHwABGU94+QAAAAJBMq9Aw==,6,22,2,8,15
ZHwABGU94+QAAAAJBMq9Aw==,4,20,2,6,4
ZHwABGU94+QAAAAJBMq9Aw==,0,9,2,5,4
ZHwABGU94+QAAAAJBMq9Aw==,5,4,2,6,4
ZHwABGU94+QAAAAJBMq9Aw==,4,3,2,16,15
ZHwABGU94+QAAAAJBMq9Aw==,4,13,0,16,15
ZHwABGUGdncAAAAIPq2qAw==,0,11,1,12,4
ZHwABGUGdncAAAAIPq2qAw==,0,11,1,15,4
ZHwABGUGdncAAAAIPq2qAw==,0,11,1,12,4
ZHwABGUGdncAAAAIPq2qAw==,1,26,2,16,17
ZHwABGUGdncAAAAIPq2qAw==,2,1,2,16,17
ZHwABGUGdncAAAAIPq2qAw==,5,21,2,3,17
ZHwABGUGdncAAAAIPq2qAw==,4,27,2,0,17
ZHwABGUPqgUAAAAJA2OhAw==,5,4,1,4,5
ZHwABGUPqgUAAAAJA2OhAw==,5,21,0,4,14
ZHwABGUPqgUAAAAJA2OhAw==,2,18,1,4,14
ZHwABGUPqgUAAAAJA2OhAw==,5,4,1,21,5
ZHwABGUPqgUAAAAJA2OhAw==,2,18,1,4,14
ZHwABGUPqgUAAAAJA2OhAw==,0,16,1,4,14
ZHwABGUPqgUAAAAJA2OhAw==,0,16,1,4,14
ZHwABGUPqgUAAAAJA2OhAw==,6,15,1,4,14
ZHwABGUPqgUAAAAJA2OhAw==,0,16,1,4,14
ZHwABGUPqgUAAAAJA2OhAw==,0,16,1,4,14
ZHwABGUab1gAAAAIDhP9Aw==,0,30,2,16,15
ZHwABGUab1gAAAAIDhP9Aw==,0,6,1,0,15
ZHwABGUab1gAAAAIDhP9Aw==,0,16,3,8,15
ZHwABGUab1gAAAAIDhP9Aw==,4,27,0,16,15
ZHwABGUab1gAAAAIDhP9Aw==,1,24,2,16,15
ZHwABGUab1gAAAAIDhP9Aw==,5,28,2,16,15
ZHwABGUab1gAAAAIDhP9Aw==,1,0,1,0,15
ZHwABGUab1gAAAAIDhP9Aw==,2,18,0,16,15
ZHwABGUab1gAAAAIDhP9Aw==,2,18,0,16,15
ZHwABGUab1gAAAAIDhP9Aw==,0,9,1,16,15
ZHwABGUab1gAAAAIDhP9Aw==,2,18,0,16,15
ZHwABGUab1gAAAAIDhP9Aw==,2,18,0,16,15
ZHwABGUab1gAAAAIDhP9Aw==,6,5,2,16,15
ZHwABGUab1gAAAAIDhP9Aw==,0,16,3,8,15
ZHwABGUab1gAAAAIDhP9Aw==,0,16,3,16,15
ZHwABGUab1gAAAAIDhP9Aw==,1,24,2,8,15
ZHwABGUab1gAAAAIDhP9Aw==,1,0,1,0,15
ZHwABGUab1gAAAAIDhP9Aw==,4,3,2,16,15
ZHwABGUab1gAAAAIDhP9Aw==,4,3,2,0,15
ZHwABGUab1gAAAAIDhP9Aw==,6,15,1,1,4
ZHwABGUab1gAAAAIDhP9Aw==,5,21,2,8,15
ZHwABGUab1gAAAAIDhP9Aw==,6,15,1,1,4
ZHwABGUab1gAAAAIDhP9Aw==,4,3,2,16,15
ZHwABGUoI6wAAAAJbL/EAw==,6,22,2,6,4
ZHwABGUoI6wAAAAJbL/EAw==,6,22,2,14,4
ZHwABGUoI6wAAAAJbL/EAw==,6,5,1,22,15
ZHwABGUoI6wAAAAJbL/EAw==,2,1,1,6,6
ZHwABGUoI6wAAAAJbL/EAw==,2,1,1,6,6
ZHwABGUoI6wAAAAJbL/EAw==,6,5,1,8,15
ZHwABGUvS+EAAAAKLy11Aw==,6,22,1,7,0
ZHwABGUvS+EAAAAKLy11Aw==,6,22,1,7,0
ZHwABGUvS+EAAAAKLy11Aw==,1,0,2,17,13
ZHwABGUvS+EAAAAKLy11Aw==,1,0,2,9,13
ZHwABGUvS+EAAAAKLy11Aw==,1,0,2,17,13
ZHwABGVCqhUAAAAIBQOXAw==,4,13,1,16,15
ZHwABGVCqhUAAAAIBQOXAw==,5,21,1,16,15
ZHwABGVCqhUAAAAIBQOXAw==,0,30,2,8,22
ZHwABGVCqhUAAAAIBQOXAw==,0,30,2,8,22
ZHwABGVCqhUAAAAIBQOXAw==,4,3,1,21,22
ZHwABGVCqhUAAAAIBQOXAw==,4,3,1,16,15
ZHwABGVCqhUAAAAIBQOXAw==,2,18,2,16,15
ZHwABGVCqhUAAAAIBQOXAw==,4,13,1,16,15
ZHwABGVCqhUAAAAIBQOXAw==,3,19,2,16,15
ZHwABGVCqhUAAAAIBQOXAw==,6,22,2,16,15
ZHwABGVTYjMAAAAIH1u0Aw==,4,3,1,12,4
ZHwABGVTYjMAAAAIH1u0Aw==,4,3,1,21,4
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,18,6
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,21,6
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,18,6
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,21,6
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,18,6
ZHwABGVX4M0AAAAIBWoFAw==,6,22,2,10,3
ZHwABGVX4M0AAAAIBWoFAw==,6,22,1,10,3
ZHwABGVX4M0AAAAIBWoFAw==,1,26,1,7,7
ZHwABGVX4M0AAAAIBWoFAw==,1,26,1,7,7
ZHwABWP1WCcAAAAJB/8jAw==,0,6,1,7,15
ZHwABWP1WCcAAAAJB/8jAw==,0,6,1,16,15
ZHwABWP1WCcAAAAJB/8jAw==,3,12,1,16,15
ZHwABWP1WCcAAAAJB/8jAw==,0,9,1,19,15
ZHwABWP1WCcAAAAJB/8jAw==,1,17,0,7,7
ZHwABWP1WCcAAAAJB/8jAw==,1,17,0,7,7
ZHwABWP1WCcAAAAJB/8jAw==,0,30,1,16,15
ZHwABWP1WCcAAAAJB/8jAw==,0,6,1,7,15
ZHwABWP1WCcAAAAJB/8jAw==,0,30,1,16,15
ZHwABWP1X8cAAAAJCca2Aw==,2,11,2,9,9
ZHwABWP1X8cAAAAJCca2Aw==,2,11,2,9,4
ZHwABWP1X8cAAAAJCca2Aw==,2,11,2,9,9
ZHwABWP1X8cAAAAJCca2Aw==,0,6,1,1,1
ZHwABWP1X8cAAAAJCca2Aw==,0,6,1,1,1
ZHwABWP1X8cAAAAJCca2Aw==,2,11,2,9,4
ZHwABWP1X8cAAAAJCca2Aw==,1,26,2,1,1
ZHwABWP9UAcAAAAJIkBdAw==,3,2,1,3,12
ZHwABWP9UAcAAAAJIkBdAw==,3,2,1,3,12
ZHwABWP9UAcAAAAJIkBdAw==,5,14,1,3,15
ZHwABWP9UAcAAAAJIkBdAw==,2,11,2,21,15
ZHwABWP9UAcAAAAJIkBdAw==,2,11,2,21,15
ZHwABWP9aVIAAAAJKXjTAw==,1,0,2,5,22
ZHwABWP9aVIAAAAJKXjTAw==,0,6,2,21,22
ZHwABWP9aVIAAAAJKXjTAw==,0,6,2,21,22
ZHwABWP9aVIAAAAJKXjTAw==,0,30,2,5,4
ZHwABWP9aVIAAAAJKXjTAw==,3,2,2,1,4
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,1,4
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,10,4
