estid,dayOfWeek,dayOfMonth,timeOfDay,url_category,domain_category,os,deviceType,li_age,li_gender,li_income,city_location,city_size,city_tech,city_urban,organization
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,2,7,10,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,2,7,10,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,1,0,1,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,2,4,10,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,1,0,1,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,2,7,10,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,1,0,1,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,29,2,12,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,6,5,3,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,5,4,1,15,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS+9cUAAAAJNmM1Aw==,3,2,2,8,0,0,1,5,1,3,1,1,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,0,9,1,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,5,14,2,10,14,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,0,9,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,15,2,9,2,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,0,9,1,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,1,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,0,9,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,0,9,1,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,5,14,2,10,14,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,10,2,9,2,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,8,2,9,17,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,15,2,9,2,1,0,4,1,4,2,2,0,1,0
ZHwABGS4kuAAAAAIBDphAw==,6,15,2,9,2,1,0,4,1,4,2,2,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,2,18,1,1,1,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,3,19,0,1,1,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,2,27,1,1,1,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,2,27,1,1,1,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,2,1,1,1,3,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,4,27,0,1,3,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,6,22,1,1,3,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,6,8,1,1,1,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,2,27,1,1,3,0,1,3,0,2,1,0,0,1,0
ZHwABGSRuJAAAAAIC3dyAw==,4,27,1,1,3,0,1,3,0,2,1,0,0,1,0
ZHwABGSgTGgAAAAII/1HAw==,0,6,0,5,15,0,1,4,0,2,2,0,0,2,0
ZHwABGSgTGgAAAAII/1HAw==,0,6,0,13,15,0,1,4,0,2,2,0,0,2,0
ZHwABGSgTGgAAAAII/1HAw==,6,29,1,2,4,0,1,4,0,2,2,0,0,2,0
ZHwABGSgTGgAAAAII/1HAw==,6,29,1,16,4,0,1,4,0,2,2,0,0,2,0
ZHwABGU94+QAAAAJBMq9Aw==,2,18,2,16,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,2,25,2,5,4,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,5,14,0,16,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,4,20,2,8,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,4,3,2,0,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,1,17,2,8,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,5,4,1,6,4,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,4,3,2,0,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,5,14,0,8,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,0,30,2,4,4,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,6,8,2,8,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,4,20,2,5,4,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,5,21,2,5,4,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,6,29,0,16,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,6,22,2,8,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,4,20,2,6,4,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,0,9,2,5,4,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,5,4,2,6,4,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,4,3,2,16,15,0,1,4,0,3,2,2,0,1,0
ZHwABGU94+QAAAAJBMq9Aw==,4,13,0,16,15,0,1,4,0,3,2,2,0,1,0
ZHwABGUGdncAAAAIPq2qAw==,0,11,1,12,4,0,1,2,0,1,1,2,0,2,0
ZHwABGUGdncAAAAIPq2qAw==,0,11,1,15,4,0,1,2,0,1,1,2,0,2,0
ZHwABGUGdncAAAAIPq2qAw==,0,11,1,12,4,0,1,2,0,1,1,2,0,2,0
ZHwABGUGdncAAAAIPq2qAw==,1,26,2,16,17,0,1,2,0,1,1,2,0,2,0
ZHwABGUGdncAAAAIPq2qAw==,2,1,2,16,17,0,1,2,0,1,1,2,0,2,0
ZHwABGUGdncAAAAIPq2qAw==,5,21,2,3,17,0,1,2,0,1,1,2,0,2,0
ZHwABGUGdncAAAAIPq2qAw==,4,27,2,0,17,0,1,2,0,1,1,2,0,2,0
ZHwABGUPqgUAAAAJA2OhAw==,5,4,1,4,5,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,5,21,0,4,14,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,2,18,1,4,14,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,5,4,1,21,5,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,2,18,1,4,14,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,0,16,1,4,14,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,0,16,1,4,14,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,6,15,1,4,14,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,0,16,1,4,14,0,1,3,0,1,2,1,0,1,0
ZHwABGUPqgUAAAAJA2OhAw==,0,16,1,4,14,0,1,3,0,1,2,1,0,1,0
ZHwABGUab1gAAAAIDhP9Aw==,0,30,2,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,0,6,1,0,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,0,16,3,8,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,4,27,0,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,1,24,2,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,5,28,2,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,1,0,1,0,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,2,18,0,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,2,18,0,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,0,9,1,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,2,18,0,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,2,18,0,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,6,5,2,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,0,16,3,8,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,0,16,3,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,1,24,2,8,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,1,0,1,0,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,4,3,2,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,4,3,2,0,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,6,15,1,1,4,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,5,21,2,8,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,6,15,1,1,4,0,1,2,0,5,0,0,0,2,0
ZHwABGUab1gAAAAIDhP9Aw==,4,3,2,16,15,0,1,2,0,5,0,0,0,2,0
ZHwABGUoI6wAAAAJbL/EAw==,6,22,2,6,4,0,1,5,1,4,2,0,0,2,0
ZHwABGUoI6wAAAAJbL/EAw==,6,22,2,14,4,0,1,5,1,4,2,0,0,2,0
ZHwABGUoI6wAAAAJbL/EAw==,6,5,1,22,15,0,1,5,1,4,2,0,0,2,0
ZHwABGUoI6wAAAAJbL/EAw==,2,1,1,6,6,0,1,5,1,4,2,0,0,2,0
ZHwABGUoI6wAAAAJbL/EAw==,2,1,1,6,6,0,1,5,1,4,2,0,0,2,0
ZHwABGUoI6wAAAAJbL/EAw==,6,5,1,8,15,0,1,5,1,4,2,0,0,2,0
ZHwABGUvS+EAAAAKLy11Aw==,6,22,1,7,0,0,1,2,0,3,0,0,0,1,0
ZHwABGUvS+EAAAAKLy11Aw==,6,22,1,7,0,0,1,2,0,3,0,0,0,1,0
ZHwABGUvS+EAAAAKLy11Aw==,1,0,2,17,13,0,1,2,0,3,0,0,0,1,0
ZHwABGUvS+EAAAAKLy11Aw==,1,0,2,9,13,0,1,2,0,3,0,0,0,1,0
ZHwABGUvS+EAAAAKLy11Aw==,1,0,2,17,13,0,1,2,0,3,0,0,0,1,0
ZHwABGVCqhUAAAAIBQOXAw==,4,13,1,16,15,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,5,21,1,16,15,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,0,30,2,8,22,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,0,30,2,8,22,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,4,3,1,21,22,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,4,3,1,16,15,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,2,18,2,16,15,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,4,13,1,16,15,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,3,19,2,16,15,4,0,3,0,4,0,0,0,2,1
ZHwABGVCqhUAAAAIBQOXAw==,6,22,2,16,15,4,0,3,0,4,0,0,0,2,1
ZHwABGVTYjMAAAAIH1u0Aw==,4,3,1,12,4,0,1,5,1,3,1,1,0,1,0
ZHwABGVTYjMAAAAIH1u0Aw==,4,3,1,21,4,0,1,5,1,3,1,1,0,1,0
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,18,6,0,1,5,1,3,1,1,0,1,0
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,21,6,0,1,5,1,3,1,1,0,1,0
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,18,6,0,1,5,1,3,1,1,0,1,0
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,21,6,0,1,5,1,3,1,1,0,1,0
ZHwABGVTYjMAAAAIH1u0Aw==,0,9,1,18,6,0,1,5,1,3,1,1,0,1,0
ZHwABGVX4M0AAAAIBWoFAw==,6,22,2,10,3,0,1,2,1,5,2,2,0,2,0
ZHwABGVX4M0AAAAIBWoFAw==,6,22,1,10,3,0,1,2,1,5,2,2,0,2,0
ZHwABGVX4M0AAAAIBWoFAw==,1,26,1,7,7,0,1,2,1,5,2,2,0,2,0
ZHwABGVX4M0AAAAIBWoFAw==,1,26,1,7,7,0,1,2,1,5,2,2,0,2,0
ZHwABWP1WCcAAAAJB/8jAw==,0,6,1,7,15,4,0,4,1,3,2,1,0,1,0
ZHwABWP1WCcAAAAJB/8jAw==,0,6,1,16,15,4,0,4,1,3,2,1,0,1,0
ZHwABWP1WCcAAAAJB/8jAw==,3,12,1,16,15,4,0,4,1,3,2,1,0,1,0
ZHwABWP1WCcAAAAJB/8jAw==,0,9,1,19,15,4,0,4,1,3,2,1,0,1,0
ZHwABWP1WCcAAAAJB/8jAw==,1,17,0,7,7,4,0,4,1,3,2,1,0,1,0
ZHwABWP1WCcAAAAJB/8jAw==,1,17,0,7,7,4,0,4,1,3,2,1,0,1,0
ZHwABWP1WCcAAAAJB/8jAw==,0,30,1,16,15,4,0,4,1,3,2,1,0,1,0
ZHwABWP1WCcAAAAJB/8jAw==,0,6,1,7,15,4,0,4,1,3,2,1,0,1,0
ZHwABWP1WCcAAAAJB/8jAw==,0,30,1,16,15,4,0,4,1,3,2,1,0,1,0
ZHwABWP1X8cAAAAJCca2Aw==,2,11,2,9,9,4,0,3,1,1,1,2,0,1,1
ZHwABWP1X8cAAAAJCca2Aw==,2,11,2,9,4,4,0,3,1,1,1,2,0,1,1
ZHwABWP1X8cAAAAJCca2Aw==,2,11,2,9,9,4,0,3,1,1,1,2,0,1,1
ZHwABWP1X8cAAAAJCca2Aw==,0,6,1,1,1,4,0,3,1,1,1,2,0,1,1
ZHwABWP1X8cAAAAJCca2Aw==,0,6,1,1,1,4,0,3,1,1,1,2,0,1,1
ZHwABWP1X8cAAAAJCca2Aw==,2,11,2,9,4,4,0,3,1,1,1,2,0,1,1
ZHwABWP1X8cAAAAJCca2Aw==,1,26,2,1,1,4,0,3,1,1,1,2,0,1,1
ZHwABWP9UAcAAAAJIkBdAw==,3,2,1,3,12,0,1,4,0,1,1,0,0,2,0
ZHwABWP9UAcAAAAJIkBdAw==,3,2,1,3,12,0,1,4,0,1,1,0,0,2,0
ZHwABWP9UAcAAAAJIkBdAw==,5,14,1,3,15,0,1,4,0,1,1,0,0,2,0
ZHwABWP9UAcAAAAJIkBdAw==,2,11,2,21,15,0,1,4,0,1,1,0,0,2,0
ZHwABWP9UAcAAAAJIkBdAw==,2,11,2,21,15,0,1,4,0,1,1,0,0,2,0
ZHwABWP9aVIAAAAJKXjTAw==,1,0,2,5,22,0,1,3,0,5,0,1,0,1,0
ZHwABWP9aVIAAAAJKXjTAw==,0,6,2,21,22,0,1,3,0,5,0,1,0,1,0
ZHwABWP9aVIAAAAJKXjTAw==,0,6,2,21,22,0,1,3,0,5,0,1,0,1,0
ZHwABWP9aVIAAAAJKXjTAw==,0,30,2,5,4,0,1,3,0,5,0,1,0,1,0
ZHwABWP9aVIAAAAJKXjTAw==,3,2,2,1,4,0,1,3,0,5,0,1,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,10,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,23,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,23,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,0,16,1,8,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,0,16,1,16,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,0,16,1,8,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,23,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,23,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,10,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,10,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,5,28,1,23,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,5,14,1,4,15,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,4,27,1,23,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,5,28,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,5,28,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,5,28,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,5,14,1,4,15,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,5,28,1,23,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ/E+UAAAAIBB9PAw==,5,28,1,1,4,0,1,5,0,2,0,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,13,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,20,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,20,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,3,2,4,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,3,2,4,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,5,28,2,5,16,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,2,11,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,1,17,2,12,16,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,3,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,20,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,1,17,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,5,4,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,2,11,2,5,16,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,5,21,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,2,11,1,4,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,2,11,1,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,3,2,4,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,3,19,1,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,5,4,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,5,4,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,5,14,1,12,15,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,5,21,2,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,13,1,5,17,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,5,28,2,5,15,1,0,5,0,3,3,2,0,1,0
ZHwABWQ04OwAAAAIeye6Aw==,4,20,2,5,17,1,0,5,0,3,3,2,0,1,0
